countryiso3code,date,gdp,gdp_per_capita,inflation,population
BFA,2015,11832159315.6298,630.124750752312,0.724838981070517,18777487.0
BFA,2016,12833363045.3367,663.742364842886,0.441041448058809,19334856.0
BFA,2017,14106955615.3442,709.091535894695,1.48299897161326,19894407.0
BFA,2018,15890066221.2882,777.465618514048,1.95594302672532,20438288.0
BFA,2019,16032813503.3707,764.853077774946,-3.23338933983322,20961952.0
BFA,2020,17725010532.5268,825.237038782475,1.88470066518847,21478690.0
BFA,2021,19697516284.3787,895.535288442991,3.65326761825509,21995243.0
BFA,2022,18622421394.6133,827.330843486661,14.2902354303358,22509038.0
BFA,2023,20112614449.2039,873.482589651003,0.742910428668918,23025776.0
BFA,2024,23124729853.0218,981.992649769081,4.19081721344523,23548781.0
BGD,2015,195146608978.131,1224.38647668165,6.19428022984984,159383179.0
BGD,2016,265224515675.034,1649.28380858601,5.51352572692995,160811932.0
BGD,2017,293732446624.596,1811.08221668646,5.70207015717239,162186147.0
BGD,2018,321362752441.78,1965.24372731467,5.54362139486476,163523103.0
BGD,2019,351231654603.692,2129.79896954606,5.59199639930629,164913055.0
BGD,2020,373979442362.193,2248.85078828233,5.69107474746211,166298024.0
BGD,2021,416271647911.014,2482.84917843357,5.54565430773473,167658854.0
BGD,2022,460131689083.083,2716.48592780431,7.69695437176898,169384897.0
BGD,2023,437415333018.291,2551.01773827307,9.8835030377921,171466990.0
BGD,2024,450119432068.852,2593.41611680774,10.4657482763412,173562364.0
BGR,2015,50765918159.1476,7268.65445473873,-0.104633261008385,6984225.0
BGR,2016,53929397039.2106,7822.49923292968,-0.79864988645371,6894139.0
BGR,2017,59167647387.606,8696.68930427924,2.06159619443141,6803468.0
BGR,2018,66097226262.2191,9849.38397225174,2.81454473824829,6710798.0
BGR,2019,68507731353.9114,10353.7204584127,3.10372944796781,6616726.0
BGR,2020,70486877546.4901,10760.211975413,1.67244096855756,6550696.0
BGR,2021,84374613233.36,12966.1457543396,3.29774435299515,6507301.0
BGR,2022,90506153293.6733,13999.1949530956,15.3252589264366,6465097.0
BGR,2023,102199231384.542,15853.208636704,9.44284140088564,6446596.0
BGR,2024,113343355779.985,17596.0173663521,2.44651943006079,6441421.0
BHR,2015,32523297872.3404,23734.0551143019,1.84862742374977,1370322.0
BHR,2016,33884680851.0638,23800.001440631,2.78679347602044,1423726.0
BHR,2017,37204813829.7872,24784.7693514607,1.38671830576406,1501116.0
BHR,2018,39567978723.4043,26324.4066549559,2.08766938046978,1503091.0
BHR,2019,40446808510.6383,27259.7438599327,1.00582004702137,1483756.0
BHR,2020,35837632978.7234,24342.8444554718,-2.31770629331379,1472204.0
BHR,2021,40840212765.9574,27147.8083882286,-0.60631938514085,1504365.0
BHR,2022,46458191489.3617,30470.5219276023,3.62574104304482,1524693.0
BHR,2023,46192260638.2979,29290.1284215098,0.0746206782192256,1577059.0
BHR,2024,47109734308.5106,29653.5682731534,0.919635459817651,1588670.0
BHS,2015,11837600000.0,30719.405417469,1.86148302863371,385346.0
BHS,2016,11880900000.0,30616.5363157284,-0.346376929989397,388055.0
BHS,2017,12446900000.0,31875.4881749619,1.51820700736147,390485.0
BHS,2018,12819200000.0,32642.3353203452,2.26586346678736,392717.0
BHS,2019,13277000000.0,33640.3369861278,2.49123527368046,394675.0
BHS,2020,10363200000.0,26178.7537607708,0.0385210980054558,395863.0
BHS,2021,12037000000.0,30367.8605757708,2.90491262928478,396373.0
BHS,2022,13896800000.0,34957.1613279737,5.60540633583044,397538.0
BHS,2023,15271300000.0,38231.774484278,3.05291578969743,399440.0
BHS,2024,15832800000.0,39455.4466548546,0.409162489083286,401283.0
BIH,2015,16404348361.0926,4662.25869219448,-1.03602303425474,3518541.0
BIH,2016,17116926553.8513,4928.5665903114,-1.58410000000002,3473003.0
BIH,2017,18326373135.6099,5345.01978766473,0.810133321953039,3428682.0
BIH,2018,20484058033.1144,6047.84707207392,1.41710814018034,3387000.0
BIH,2019,20482608984.3316,6122.37541352353,0.56278215406123,3345533.0
BIH,2020,20226038369.9191,6130.31187968266,-1.0512960076349,3299349.0
BIH,2021,23672712121.2671,7295.34378682258,1.98163900587622,3244907.0
BIH,2022,24534663636.1778,7655.59421024383,14.0208440826771,3204802.0
BIH,2023,27592361498.4057,8663.02326458629,6.1059011284828,3185073.0
BIH,2024,29613572022.8993,9358.78768951134,1.69212733599724,3164253.0
BLR,2015,56454769844.7632,5967.05595058777,13.5344897649735,9461076.0
BLR,2016,47723545321.259,5039.77560949445,11.8365807653496,9469379.0
BLR,2017,54725405751.1559,5785.54491935194,6.03183725177785,9458989.0
BLR,2018,60031026576.26,6360.037502312,4.8723022055069,9438785.0
BLR,2019,64410170653.4569,6837.77339645635,5.59815595039854,9419758.0
BLR,2020,61371673344.7424,6542.85579976768,5.54814357456511,9379952.0
BLR,2021,69673747131.87,7489.71894713888,9.46028389623106,9302585.0
BLR,2022,73775179924.603,7994.64806074889,15.209675274081,9228071.0
BLR,2023,72478760370.4258,7896.75388295584,5.00059903091313,9178298.0
BLR,2024,75961865471.9129,8317.63399913792,5.78531910427999,9132629.0
BLZ,2015,2193095150.0,6154.62264230369,-0.861584009427748,356333.0
BLZ,2016,2239604950.0,6140.86713919469,0.663427167917601,364705.0
BLZ,2017,2266028250.0,6071.85451846453,1.14765339305816,373202.0
BLZ,2018,2285915050.0,6011.99036888587,0.269982622646335,380226.0
BLZ,2019,2381187850.0,6171.61449761423,0.187069385181424,385829.0
BLZ,2020,2047284600.0,5238.54078175696,0.121434644614894,390812.0
BLZ,2021,2428606250.0,6142.98930557031,3.23563659237071,395346.0
BLZ,2022,2846604350.0,7068.21728043145,6.27689319447544,402733.0
BLZ,2023,3052362650.0,7424.75821321022,4.38984017487675,411106.0
BLZ,2024,3203631800.0,7681.24400583113,3.28955985952768,417072.0
BOL,2015,33000198248.9146,2996.01289811344,4.05961041135645,11014705.0
BOL,2016,33941126193.9219,3035.87347732132,3.62321431764138,11180020.0
BOL,2017,45927439594.7902,4048.40119739839,2.8227580554717,11344587.0
BOL,2018,48414038842.2576,4206.8552936661,2.27205987230155,11508368.0
BOL,2019,49056643589.0014,4203.15492855788,1.83954504969026,11671386.0
BOL,2020,42313784081.042,3580.96761778303,0.940742153381849,11816299.0
BOL,2021,47877892402.3155,4010.76053686204,0.737383721452275,11937360.0
BOL,2022,50959081953.6903,4219.46113742445,1.74632872945969,12077154.0
BOL,2023,52340206946.4544,4274.70820547613,2.57688800489192,12244159.0
BOL,2024,54881327452.9667,4421.16609889999,5.09976568317427,12413315.0
BRA,2015,1802211999456.42,8936.1955889444,9.02990102416136,201675532.0
BRA,2016,1795693265999.04,8836.28546025694,8.73914352329393,203218114.0
BRA,2017,2063514688805.78,10080.5078722821,3.44637335032669,204703445.0
BRA,2018,1916933708352.71,9300.66072904004,3.66485028376729,206107261.0
BRA,2019,1873288158838.63,9029.83304401079,3.73297621216894,207455459.0
BRA,2020,1476107292151.95,7074.19407495707,3.21176803803376,208660842.0
BRA,2021,1670647464062.96,7972.53696080695,8.30165975585673,209550294.0
BRA,2022,1951923832083.87,9281.33282136864,9.28010608956873,210306415.0
BRA,2023,2191131869706.02,10377.5897719195,4.59356282283204,211140729.0
BRA,2024,2185821648943.86,10310.5488778166,4.36746407652337,211998573.0
BRB,2015,5698150000.0,20424.2087530019,-1.11278992510967,278990.0
BRB,2016,5674600000.0,20295.5672072046,1.28192813061895,279598.0
BRB,2017,5683150000.0,20284.5762052461,4.66018463955996,280171.0
BRB,2018,6001950000.0,21381.2426303209,3.67381410406801,280711.0
BRB,2019,6161850000.0,21912.1501242857,4.10028964518461,281207.0
BRB,2020,5407050000.0,19194.4919736739,3.67381410406801,281698.0
BRB,2021,5947550000.0,21079.6145271791,3.67381410406801,282147.0
BRB,2022,6884900000.0,24387.0387293761,3.67381410406801,282318.0
BRB,2023,7223250000.0,25583.878782727,9.79207077126447,282336.0
BRB,2024,7498050000.0,26544.8707282621,-0.440112940205204,282467.0
BRN,2015,12930296870.1247,30625.1287744656,-0.488347420743522,422212.0
BRN,2016,11400266044.6651,26663.2972950602,-0.278693265753083,427564.0
BRN,2017,12128168045.1245,28024.3824580252,-1.2605056462896,432772.0
BRN,2018,13566908391.0895,30988.1190267227,1.02505179290212,437810.0
BRN,2019,13469235364.7032,30426.5730656528,-0.390522069165529,442680.0
BRN,2020,12005799653.9835,26834.3592233943,1.94031996607184,447404.0
BRN,2021,14006496617.4458,31006.9636289785,1.73341388450593,451721.0
BRN,2022,16681536466.7183,36632.9280952155,3.68225030604216,455370.0
BRN,2023,15095084656.1634,32890.5491812019,0.35706431153689,458949.0
BRN,2024,15340808592.48,33153.4738913513,-0.388674165036461,462721.0
BTN,2015,2187815803.36833,2954.04081911097,4.54814395082205,740618.0
BTN,2016,2357504760.78592,3152.30905106786,3.21988689395718,747866.0
BTN,2017,2591358009.20276,3435.28804735662,4.95508366985129,754335.0
BTN,2018,2583335721.85904,3400.20417245342,2.72396386183713,759759.0
BTN,2019,2735683570.46155,3576.87987100503,2.72643037388832,764824.0
BTN,2020,2457604333.90927,3191.66906999331,5.62936522632508,770006.0
BTN,2021,2768802960.11204,3570.61257980872,7.3468144053353,775442.0
BTN,2022,2898227743.75576,3711.32767981591,5.6391667139637,780914.0
BTN,2023,3012896789.24928,3831.32535494609,4.22934419929251,786385.0
BTN,2024,2591358009.20276,3435.28804735662,2.76131569624098,791524.0
BWA,2015,13530748844.505,6141.20394726616,3.06203169580558,2203273.0
BWA,2016,15082637184.0496,6749.05994339013,2.81495791361944,2234776.0
BWA,2017,16105155856.7708,7104.96401088027,3.30828076768219,2266747.0
BWA,2018,17031943186.1353,7407.95940141786,3.23801558947715,2299141.0
BWA,2019,16725908148.5481,7172.08956480028,2.77286442863321,2332083.0
BWA,2020,14960251607.8135,6323.2974967659,1.8903591682421,2365894.0
BWA,2021,18750182236.2211,7807.88794570471,7.24097765588442,2401441.0
BWA,2022,20321150599.1523,8328.7090572666,11.665567478802,2439892.0
BWA,2023,19411266967.1044,7826.35376483298,5.0676154934383,2480244.0
BWA,2024,19402063512.9066,7695.75319445165,2.81835131676251,2521139.0
CAF,2015,1695825714.19282,366.322853938121,1.40297017136816,4629320.0
CAF,2016,1825018144.65595,387.176203444318,4.94543276106518,4713663.0
CAF,2017,2072349972.6818,432.324025684263,4.18072331871267,4793511.0
CAF,2018,2220979146.11241,455.243962859534,1.61215686991555,4878657.0
CAF,2019,2221301351.43918,449.228467602439,2.68537355266787,4944703.0
CAF,2020,2326720900.38047,462.879071294011,1.71015659523153,5026628.0
CAF,2021,2516498412.46384,492.263142830507,4.25936417542868,5112100.0
CAF,2022,2382618615.01694,467.359825026238,5.58316735183247,5098039.0
CAF,2023,2555492085.94725,495.978897288721,2.97913852618937,5152421.0
CAF,2024,2751494281.06887,516.160999996036,1.47733600718744,5330690.0
CAN,2015,1556508816217.14,43594.1941045394,1.12524136094277,35704498.0
CAN,2016,1527994741907.43,42314.0615817218,1.42875954701085,36110803.0
CAN,2017,1649265644244.09,45129.628116623,1.59688412852977,36545075.0
CAN,2018,1725329192783.02,46539.1761570405,2.26822567248103,37072620.0
CAN,2019,1743725183672.52,46352.8693445211,1.94926902411593,37618495.0
CAN,2020,1655684730000.19,43537.839298904,0.716999632307827,38028638.0
CAN,2021,2022378748423.23,52886.6616372703,3.39519318527528,38239864.0
CAN,2022,2190411080134.32,56256.8007264015,6.80280115341613,38935934.0
CAN,2023,2173339670064.33,54220.3285039875,3.87900159788426,40083484.0
CAN,2024,2243636826633.76,54340.3477224733,2.38158383281173,41288599.0
CHE,2015,694118186379.628,83806.4476003837,-1.14390867228183,8282396.0
CHE,2016,687895460902.713,82153.0745447889,-0.434618664285835,8373338.0
CHE,2017,695200833086.499,82254.3769269767,0.533787839825897,8451840.0
CHE,2018,725568717468.001,85217.3691512274,0.936335464113563,8514329.0
CHE,2019,721369112726.724,84121.9310304414,0.362886179940614,8575280.0
CHE,2020,741999406005.627,85897.7843338323,-0.725874933313384,8638167.0
CHE,2021,815309330986.719,93664.7736696111,0.581814168489856,8704546.0
CHE,2022,828508926958.393,94394.5106803525,2.83502798644463,8777088.0
CHE,2023,894424821645.205,100623.549627296,2.13540088016377,8888822.0
CHE,2024,936564198048.516,103998.186685604,1.06234041976595,9005582.0
CHL,2015,242450355830.884,13433.9202987032,4.34877353217044,18047625.0
CHL,2016,249344863928.438,13649.8520452803,3.78619355893118,18267221.0
CHL,2017,276154259981.097,14879.9086227187,2.18271846868519,18558868.0
CHL,2018,295857562991.709,15659.4808675628,2.43488981353057,18893191.0
CHL,2019,278285058719.466,14495.716721687,2.55754475703327,19197744.0
CHL,2020,254042159309.311,13114.815470545,3.04549084804326,19370624.0
CHL,2021,315325547162.072,16206.8325493421,4.52456838259144,19456334.0
CHL,2022,301226575540.242,15405.6165774073,11.643866711056,19553036.0
CHL,2023,335518054097.637,17067.0364799154,7.58168251407962,19658835.0
CHL,2024,330267137371.592,16709.8893972307,4.29763891572524,19764771.0
CHN,2015,11280814787468.9,8175.33285077393,1.43702380935655,1379860000.0
CHN,2016,11456024084962.0,8254.86859320357,2.00000182191943,1387790000.0
CHN,2017,12537559062282.9,8979.67652709856,1.59313600071436,1396215000.0
CHN,2018,14147765772963.8,10085.6638148819,2.07479039965576,1402760000.0
CHN,2019,14560167101283.4,10342.9009524335,2.89923416358227,1407745000.0
CHN,2020,14996414166715.1,10627.4637989619,2.41942189457782,1411100000.0
CHN,2021,18201698719564.0,12887.4357242941,0.981015135544882,1412360000.0
CHN,2022,18316765021690.2,12970.6056414327,1.97357555739051,1412175000.0
CHN,2023,18270356654533.2,12951.1782397043,0.234836828893051,1410710000.0
CHN,2024,18743803170827.2,13303.1481543868,0.218128938439177,1408975000.0
CIV,2015,45815005169.2651,1814.71855088017,1.25149954781468,25246342.0
CIV,2016,48407761036.8238,1862.59597081287,0.723178457513308,25989405.0
CIV,2017,52512343996.69,1964.29930338343,0.685881065304603,26733372.0
CIV,2018,58522477786.6889,2130.86619381144,0.401297817263547,27464173.0
CIV,2019,60382894697.3557,2141.76836170115,0.790855512053661,28193009.0
CIV,2020,63027852805.4204,2179.72934832935,2.41252617189053,28915449.0
CIV,2021,72794636653.7793,2455.98127641148,4.15919657911798,29639736.0
CIV,2022,70922824813.9102,2333.37128301259,5.23352856100843,30395002.0
CIV,2023,80780312569.1646,2591.9659048119,4.36972254867474,31165654.0
CIV,2024,87113179149.284,2727.8935220697,3.45053028131019,31934230.0
CMR,2015,32210233020.4569,1415.00009710569,2.676235314199,22763414.0
CMR,2016,33814337044.3765,1441.7201725688,0.874190383288856,23454161.0
CMR,2017,36098547033.1655,1496.08951771242,0.64040914988195,24128601.0
CMR,2018,39955552189.795,1610.69641591017,1.0688581131292,24806383.0
CMR,2019,39667757527.6578,1555.22660476477,2.45280214062732,25506095.0
CMR,2020,40773241177.0505,1555.60370660749,2.43760882182236,26210558.0
CMR,2021,45011937346.8384,1672.32657340872,2.27185762503637,26915758.0
CMR,2022,44347206072.5513,1604.87726954895,6.24767713343861,27632771.0
CMR,2023,48814501547.4313,1720.47510154506,7.38281384280984,28372687.0
CMR,2024,53296694320.2057,1830.00833684727,4.53331349711606,29123744.0
COD,2015,40179574490.3032,495.826633014883,0.74419899478147,81035531.0
COD,2016,38600224214.4728,459.765036590388,2.88585107289988,83956415.0
COD,2017,37537521565.5308,431.052559128788,1.815025033840675,87083398.0
COD,2018,46659954092.4862,518.169626875371,1.815025033840675,90047644.0
COD,2019,46845900350.0332,504.00419142286,1.815025033840675,92947442.0
COD,2020,46691989748.9186,486.425572682256,1.815025033840675,95989998.0
COD,2021,59067289573.5102,595.743074403567,1.815025033840675,99148932.0
COD,2022,70422346142.2023,687.738587554685,1.815025033840675,102396968.0
COD,2023,69843655425.2929,660.21205238997,1.815025033840675,105789731.0
COD,2024,70962185790.7094,649.383338556725,1.815025033840675,109276265.0
COG,2015,12434793867.3568,2439.35189403696,3.16909796750829,5097581.0
COG,2016,10931328150.8478,2093.10728558843,3.19056179723773,5222536.0
COG,2017,11834473039.3645,2211.63309874797,0.450063823285546,5351011.0
COG,2018,14773900288.5135,2694.43413191427,1.15277896375523,5483118.0
COG,2019,13976637779.9763,2488.42466724916,2.20607305781525,5616661.0
COG,2020,11468687464.0046,1993.586671931,1.79537147083108,5752791.0
COG,2021,14825690210.9157,2516.16255145432,1.7156427545126,5892183.0
COG,2022,15817030154.6941,2620.83804267402,3.04344334698478,6035104.0
COG,2023,15321055822.5167,2477.97845544866,4.30174563591016,6182885.0
COG,2024,15719986076.6464,2482.2489948456,3.09143630919166,6332961.0
COL,2015,293492370193.166,6248.51490534512,4.9898311584953,46969940.0
COL,2016,282720100286.228,5959.84250367574,7.51346024627675,47437512.0
COL,2017,311866875156.879,6479.53231292429,4.31431325695011,48131078.0
COL,2018,334198218098.276,6816.96818309544,3.24056932930569,49024465.0
COL,2019,323031701192.84,6472.54544924705,3.52301932741447,49907985.0
COL,2020,270348342541.465,5339.68711357943,2.52663500084706,50629997.0
COL,2021,318524633225.395,6222.62164397614,3.49505757399448,51188173.0
COL,2022,345632492851.448,6680.44506854481,10.1772313546166,51737944.0
COL,2023,366291836137.916,7000.83660501046,11.7359044948689,52321152.0
COL,2024,418818154879.271,7919.20886825345,6.60908593728228,52886363.0
COM,2015,966029600.862227,1329.37048235986,-0.11717388419007,726682.0
COM,2016,1012835493.19325,1365.48403444497,0.797517430888487,741741.0
COM,2017,1077439756.59451,1423.9248027797,-0.237362224154613,756669.0
COM,2018,1178530633.24599,1527.40527125285,2.15155084413033,771590.0
