countryName,year,tavg,prcp,tmax,tmin
Nigeria,2022,26.494640952784525,8652.1,32.356350448596196,21.704901216140886
Nigeria,2023,27.060987400336476,9228.2,33.02851007607344,22.168678681149878
Nigeria,2024,27.208275346338933,7612.2,33.1052017907867,22.4973337110467
Nigeria,2025,26.9209790539638,8429.3,32.745540985678986,22.3764353900513
Niue,2015,25.35,0.0,27.912444156426012,21.783394137224782
Niue,2016,24.958845238095236,0.0,28.0,22.0
Niue,2017,24.772368387996057,0.0,27.25,21.5
Niue,2018,24.66048792011661,0.0,27.730254992216715,21.608993956601612
Niue,2019,24.609934075780853,0.0,27.656204721204723,21.603667427580472
Niue,2020,24.809746678653333,0.0,28.009137932146075,21.8962597438681
Niue,2021,24.65767857142857,18688.0,27.952667690732206,21.61673579109063
Niue,2022,24.819162186379927,20193.0,28.231643625192014,21.787858422939067
Niue,2023,24.56222350230415,23261.0,27.602211341525855,21.778929851510497
Niue,2024,25.072880263181524,17138.0,28.077770232726664,22.433112937029325
Niue,2025,24.752198220686125,21873.0,27.872220622119816,21.94064260112647
Norfolk Island,2015,19.10460332909582,8.0,21.31242434475054,17.002387103662826
Norfolk Island,2016,19.706623717711036,0.0,21.88455316312658,17.624453493299434
Norfolk Island,2017,19.383635432667692,0.0,21.686619943676394,17.25867255504352
Norfolk Island,2018,19.293136200716848,0.0,21.609215044935286,17.19576184737892
Norfolk Island,2019,19.268968253968257,195.6,21.73676917847941,17.102617366874874
Norfolk Island,2020,19.32850203930293,1876.3999999999999,21.86896953405018,17.118249907304413
Norfolk Island,2021,19.379294674859192,3722.0,21.8805120327701,17.159234511008705
Norfolk Island,2022,19.71044226830517,7248.400000000001,22.19832757296467,17.581794034818227
Norfolk Island,2023,18.955675243215566,2857.2,21.594420122887865,16.626138632872504
Norfolk Island,2024,19.724276356445433,1897.2,22.563117352614015,17.368257013966133
Norfolk Island,2025,19.99524641577061,3173.2,22.591287762416794,17.75912058371736
North Korea,2015,11.615364968705983,1573.3,16.59657126028094,6.073978188828022
North Korea,2016,11.812985003913814,1964.5,17.109348041033247,6.6538175794975025
North Korea,2017,10.831827576138426,922.0,13.060108004685112,6.14193645752596
North Korea,2018,13.253021361852007,1388.2,19.714250639545767,9.152004599784119
North Korea,2019,12.109091114669534,972.1,15.685976458294917,7.91464261427716
North Korea,2020,11.234471171672228,4105.5,15.765904013718947,7.274550462180468
North Korea,2021,11.194529996586448,3122.0,15.577167097774717,7.3533021846731526
North Korea,2022,10.669041716447632,6175.599999999999,15.097429548083669,6.729737678026209
North Korea,2023,11.584963304318144,5407.4,15.847106019229674,7.68253648233487
North Korea,2024,12.154989434933096,4600.8,16.296135945547228,8.477316105628017
North Korea,2025,11.569962770950674,7709.3,15.740108309154007,7.80703458354668
North Macedonia,2015,13.071421997959156,2744.4,19.494901552604613,7.472775932939983
North Macedonia,2016,13.203411618533526,4271.5,19.63924852834602,7.580166190024712
North Macedonia,2017,13.235109935317785,2819.1,19.733287987647834,7.268410889682881
North Macedonia,2018,13.77633360766453,3681.1,20.08874930761091,8.33158617408351
North Macedonia,2019,13.851772404506505,2567.7,20.275184833902436,8.085355400023028
North Macedonia,2020,13.601466853922377,3107.2,19.590594072837174,7.445139876009371
North Macedonia,2021,12.968415898617511,6643.6,19.30447964669739,6.987475614439323
North Macedonia,2022,13.159596198156683,5581.9,19.43534312596006,7.28035803891449
Northern Mariana Islands,2015,27.3875,10574.9,30.09266545058884,24.74608870967742
Northern Mariana Islands,2016,28.229450323339215,11340.7,30.89375355333086,25.028296873068843
Northern Mariana Islands,2017,28.169982992776653,9786.0,31.24613887564666,25.691308111305332
