Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","147.819823","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","148.00541","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","148.190996","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","148.376583","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","148.624032","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","148.871481","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","149.11893","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","149.273586","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","149.428241","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","149.582897","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","150.108726","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","150.634555","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","151.160384","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","151.253177","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","151.345971","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","151.438764","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","101.00376","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","101.126565","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","100.799085","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","100.907886","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","99.370671","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","99.720772","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","99.150915","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","99.170305","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","99.074431","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","99.18","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","99.840346","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","100.693516","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","101.978658","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","100.547012","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","99.237094","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","99.332968","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","99.258638","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","98.716789","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","99.680915","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","99.594736","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","97.573842","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","97.262521","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","97.543679","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","99.555955","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","101.474512","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","101.316158","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","99.953455","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","99.465468","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","99.255407","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","100.249695","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","101.853699","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","100.725833","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","100.266931","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","100.928354","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","101.812764","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","103.027886","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","103.785182","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","102.947093","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","102.950325","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","102.371849","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","101.73628","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","101.651179","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","102.314756","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","102.255508","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","102.163943","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","102.060528","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","102.51189","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","103.33382","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","103.069898","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","101.957113","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","101.886016","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","102.00128","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","102.303983","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","103.184085","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","105.081097","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","104.511239","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","103.935995","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","103.741016","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","104.397052","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","103.822885","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","102.719796","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","102.990182","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","103.757174","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","102.906158","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","102.526971","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","102.623922","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","103.519105","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","104.252702","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","103.589125","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","104.064186","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","105.209288","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","107.723555","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","108.089815","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","105.717743","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","104.247316","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","103.572967","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","103.495406","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","104.643739","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","104.681442","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","105.508759","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","106.387783","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","107.439165","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","109.013006","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","111.009124","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","111.58218","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","113.465078","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","114.201864","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","115.839167","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","117.885795","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","121.324131","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","126.72723","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","129.183184","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","128.446398","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","129.674375","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","130.738621","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","132.212194","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","132.130329","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","129.674375","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","128.200802","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","127.300286","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","126.809095","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","125.990444","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","125.662983","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","126.236039","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","124.516871","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","125.008062","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","123.780085","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","125.417388","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","125.826713","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","124.844332","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","124.680601","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","126.072309","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","125.008062","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","124.107546","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","124.762467","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","126.236039","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","124.598736","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","123.288894","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","124.844332","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","128.691993","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","133.440171","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","133.276441","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","131.147947","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","128.200802","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","126.072309","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","126.072309","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","124.598736","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","124.02568","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","188","Costa Rica","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","123.370759","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","98.7996","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","98.489012","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","98.938547","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","99.91935","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","102.297799","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","103.115135","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","102.060771","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","100.777553","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","97.017807","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","384","Côte d'Ivoire","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","97.344741","X","Figure from external organization","base year is 2015"
