Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2020","2020","1000 USD","68595","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","21121i","Meat of chickens, fresh or chilled (indigenous)","2021","2021","1000 USD","68385","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2019","2019","1000 USD","22406","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2020","2020","1000 USD","22519","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","21122i","Meat of ducks, fresh or chilled (indigenous)","2021","2021","1000 USD","22399","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2019","2019","1000 USD","738309","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2020","2020","1000 USD","568840","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","21113.01i","Meat of pig with the bone, fresh or chilled (indigenous)","2021","2021","1000 USD","629700","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2019","2019","1000 USD","117931","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2020","2020","1000 USD","147066","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01950.01","Natural rubber in primary forms","2021","2021","1000 USD","153462","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01323","Oranges","2019","2019","1000 USD","143090","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01323","Oranges","2020","2020","1000 USD","143266","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01323","Oranges","2021","2021","1000 USD","142157","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01929.90","Other fibre crops, raw, n.e.c.","2019","2019","1000 USD","931","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","1000 USD","938","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","1000 USD","948","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01359.90","Other fruits, n.e.c.","2019","2019","1000 USD","45164","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01359.90","Other fruits, n.e.c.","2020","2020","1000 USD","44593","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01359.90","Other fruits, n.e.c.","2021","2021","1000 USD","45091","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","2019","1000 USD","809","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","1000 USD","810","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","1000 USD","814","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01449.90","Other oil seeds, n.e.c.","2019","2019","1000 USD","1072","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01449.90","Other oil seeds, n.e.c.","2020","2020","1000 USD","1108","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01449.90","Other oil seeds, n.e.c.","2021","2021","1000 USD","1028","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2019","2019","1000 USD","431892","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2020","2020","1000 USD","434430","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01290.90","Other vegetables, fresh n.e.c.","2021","2021","1000 USD","431690","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01651","Pepper (Piper spp.), raw","2019","2019","1000 USD","8943","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01651","Pepper (Piper spp.), raw","2020","2020","1000 USD","8944","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01651","Pepper (Piper spp.), raw","2021","2021","1000 USD","9005","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01318","Pineapples","2019","2019","1000 USD","9941","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01318","Pineapples","2020","2020","1000 USD","10106","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01318","Pineapples","2021","2021","1000 USD","9945","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01321","Pomelos and grapefruits","2019","2019","1000 USD","1288","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01321","Pomelos and grapefruits","2020","2020","1000 USD","1296","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01321","Pomelos and grapefruits","2021","2021","1000 USD","1308","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","02211","Raw milk of cattle","2019","2019","1000 USD","2318","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","02211","Raw milk of cattle","2020","2020","1000 USD","2321","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","02211","Raw milk of cattle","2021","2021","1000 USD","2332","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","2765190","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","2777967","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","3100827","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01921.01","Seed cotton, unginned","2019","2019","1000 USD","219","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01921.01","Seed cotton, unginned","2020","2020","1000 USD","217","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01921.01","Seed cotton, unginned","2021","2021","1000 USD","218","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01444","Sesame seed","2019","2019","1000 USD","13095","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01444","Sesame seed","2020","2020","1000 USD","14368","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01444","Sesame seed","2021","2021","1000 USD","14350","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","02944","Silk-worm cocoons suitable for reeling","2019","2019","1000 USD","715","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","02944","Silk-worm cocoons suitable for reeling","2020","2020","1000 USD","715","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","02944","Silk-worm cocoons suitable for reeling","2021","2021","1000 USD","715","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2019","2019","1000 USD","41560","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2020","2020","1000 USD","54294","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","0141","Soya beans","2021","2021","1000 USD","46397","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01802","Sugar cane","2019","2019","1000 USD","2282417","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01802","Sugar cane","2020","2020","1000 USD","2386515","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01802","Sugar cane","2021","2021","1000 USD","2407680","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01530","Sweet potatoes","2019","2019","1000 USD","17221","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01530","Sweet potatoes","2020","2020","1000 USD","13749","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01530","Sweet potatoes","2021","2021","1000 USD","13214","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01970","Unmanufactured tobacco","2019","2019","1000 USD","28913","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01970","Unmanufactured tobacco","2020","2020","1000 USD","37956","E","Estimated value"
"QV","Value of Agricultural Production","116","Cambodia","58","Gross Production Value (constant 2014-2016 thousand US$)","01970","Unmanufactured tobacco","2021","2021","1000 USD","37454","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2019","2019","1000 USD","241","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2020","2020","1000 USD","232","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01343","Apricots","2021","2021","1000 USD","235","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01311","Avocados","2019","2019","1000 USD","8785","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01311","Avocados","2020","2020","1000 USD","8907","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01311","Avocados","2021","2021","1000 USD","8787","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01312","Bananas","2019","2019","1000 USD","128820","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01312","Bananas","2020","2020","1000 USD","120118","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01312","Bananas","2021","2021","1000 USD","115371","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01701","Beans, dry","2019","2019","1000 USD","289983","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01701","Beans, dry","2020","2020","1000 USD","291254","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01701","Beans, dry","2021","2021","1000 USD","292349","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01702","Broad beans and horse beans, dry","2019","2019","1000 USD","63","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01702","Broad beans and horse beans, dry","2020","2020","1000 USD","65","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01702","Broad beans and horse beans, dry","2021","2021","1000 USD","63","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2019","2019","1000 USD","4244","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2020","2020","1000 USD","4278","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01212","Cabbages","2021","2021","1000 USD","4248","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2019","2019","1000 USD","5177","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2020","2020","1000 USD","5224","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01229","Cantaloupes and other melons","2021","2021","1000 USD","5178","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01520.01","Cassava, fresh","2019","2019","1000 USD","1509851","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01520.01","Cassava, fresh","2020","2020","1000 USD","1537429","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01520.01","Cassava, fresh","2021","2021","1000 USD","1571801","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01373","Chestnuts, in shell","2019","2019","1000 USD","68","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01373","Chestnuts, in shell","2020","2020","1000 USD","69","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01373","Chestnuts, in shell","2021","2021","1000 USD","71","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","1000 USD","176133","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","1000 USD","178242","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","1000 USD","175620","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2019","2019","1000 USD","10999","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","1000 USD","10786","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","1000 USD","10930","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01640","Cocoa beans","2019","2019","1000 USD","649237","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01640","Cocoa beans","2020","2020","1000 USD","668249","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01640","Cocoa beans","2021","2021","1000 USD","635756","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01460","Coconuts, in shell","2019","2019","1000 USD","435","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01460","Coconuts, in shell","2020","2020","1000 USD","435","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01460","Coconuts, in shell","2021","2021","1000 USD","435","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01610","Coffee, green","2019","2019","1000 USD","34668","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01610","Coffee, green","2020","2020","1000 USD","30814","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01610","Coffee, green","2021","2021","1000 USD","27533","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01706","Cow peas, dry","2019","2019","1000 USD","121671","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01706","Cow peas, dry","2020","2020","1000 USD","111328","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01706","Cow peas, dry","2021","2021","1000 USD","116954","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01232","Cucumbers and gherkins","2019","2019","1000 USD","29468","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01232","Cucumbers and gherkins","2020","2020","1000 USD","28310","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01232","Cucumbers and gherkins","2021","2021","1000 USD","28770","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01314","Dates","2019","2019","1000 USD","123","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01314","Dates","2020","2020","1000 USD","126","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01314","Dates","2021","2021","1000 USD","124","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2019","2019","1000 USD","14609","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","1000 USD","14835","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","1000 USD","14612","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01233","Eggplants (aubergines)","2019","2019","1000 USD","210","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01233","Eggplants (aubergines)","2020","2020","1000 USD","213","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01233","Eggplants (aubergines)","2021","2021","1000 USD","210","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01315","Figs","2019","2019","1000 USD","27","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01315","Figs","2020","2020","1000 USD","27","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01315","Figs","2021","2021","1000 USD","27","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21170.02","Game meat, fresh, chilled or frozen","2019","2019","1000 USD","137741","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21170.02","Game meat, fresh, chilled or frozen","2020","2020","1000 USD","139957","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21170.02","Game meat, fresh, chilled or frozen","2021","2021","1000 USD","137967","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01657","Ginger, raw","2019","2019","1000 USD","41632","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01657","Ginger, raw","2020","2020","1000 USD","45212","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01657","Ginger, raw","2021","2021","1000 USD","45084","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0142","Groundnuts, excluding shelled","2019","2019","1000 USD","548384","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0142","Groundnuts, excluding shelled","2020","2020","1000 USD","605658","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0142","Groundnuts, excluding shelled","2021","2021","1000 USD","392876","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01374","Hazelnuts, in shell","2019","2019","1000 USD","79","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01374","Hazelnuts, in shell","2020","2020","1000 USD","79","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01374","Hazelnuts, in shell","2021","2021","1000 USD","80","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0231","Hen eggs in shell, fresh","2019","2019","1000 USD","167641","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0231","Hen eggs in shell, fresh","2020","2020","1000 USD","194230","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0231","Hen eggs in shell, fresh","2021","2021","1000 USD","186197","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21118.01i","Horse meat, fresh or chilled (indigenous)","2019","2019","1000 USD","273","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21118.01i","Horse meat, fresh or chilled (indigenous)","2020","2020","1000 USD","297","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21118.01i","Horse meat, fresh or chilled (indigenous)","2021","2021","1000 USD","242","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01254","Leeks and other alliaceous vegetables","2019","2019","1000 USD","145","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01254","Leeks and other alliaceous vegetables","2020","2020","1000 USD","147","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01254","Leeks and other alliaceous vegetables","2021","2021","1000 USD","152","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","863576","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","813232","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","817923","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01316","Mangoes, guavas and mangosteens","2019","2019","1000 USD","221","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01316","Mangoes, guavas and mangosteens","2020","2020","1000 USD","221","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","01316","Mangoes, guavas and mangosteens","2021","2021","1000 USD","222","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2019","2019","1000 USD","270694","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2020","2020","1000 USD","275098","E","Estimated value"
"QV","Value of Agricultural Production","120","Cameroon","58","Gross Production Value (constant 2014-2016 thousand US$)","21111.01i","Meat of cattle with the bone, fresh or chilled (indigenous)","2021","2021","1000 USD","292045","E","Estimated value"
