Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01341","Apples","2015","2015","7021","Annual value","USD","389","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01341","Apples","2016","2016","7021","Annual value","USD","381.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01341","Apples","2017","2017","7021","Annual value","USD","461.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01341","Apples","2018","2018","7021","Annual value","USD","435.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01343","Apricots","2015","2015","7021","Annual value","USD","746.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01343","Apricots","2016","2016","7021","Annual value","USD","732.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01343","Apricots","2017","2017","7021","Annual value","USD","599.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01343","Apricots","2018","2018","7021","Annual value","USD","777.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0115","Barley","2015","2015","7021","Annual value","USD","341.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0115","Barley","2016","2016","7021","Annual value","USD","319.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0115","Barley","2017","2017","7021","Annual value","USD","303.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0115","Barley","2018","2018","7021","Annual value","USD","302.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01701","Beans, dry","2015","2015","7021","Annual value","USD","1738.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01701","Beans, dry","2016","2016","7021","Annual value","USD","1661.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01701","Beans, dry","2017","2017","7021","Annual value","USD","1710.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01701","Beans, dry","2018","2018","7021","Annual value","USD","2078.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01212","Cabbages","2015","2015","7021","Annual value","USD","317.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01212","Cabbages","2016","2016","7021","Annual value","USD","202.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01212","Cabbages","2017","2017","7021","Annual value","USD","180.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01212","Cabbages","2018","2018","7021","Annual value","USD","206.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2015","2015","7021","Annual value","USD","379.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2016","2016","7021","Annual value","USD","361","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2017","2017","7021","Annual value","USD","432.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2018","2018","7021","Annual value","USD","383.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2015","2015","7021","Annual value","USD","396.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2016","2016","7021","Annual value","USD","377.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2017","2017","7021","Annual value","USD","370.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2018","2018","7021","Annual value","USD","391.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2015","2015","7021","Annual value","USD","714.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2016","2016","7021","Annual value","USD","760.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2017","2017","7021","Annual value","USD","891.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01213","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","784","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01344.02","Cherries","2015","2015","7021","Annual value","USD","746.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01344.02","Cherries","2016","2016","7021","Annual value","USD","1169.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01344.02","Cherries","2017","2017","7021","Annual value","USD","1346.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01344.02","Cherries","2018","2018","7021","Annual value","USD","641.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01373","Chestnuts, in shell","2015","2015","7021","Annual value","USD","1190.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01373","Chestnuts, in shell","2016","2016","7021","Annual value","USD","1256.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01373","Chestnuts, in shell","2017","2017","7021","Annual value","USD","1640.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01373","Chestnuts, in shell","2018","2018","7021","Annual value","USD","1032.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2015","2015","7021","Annual value","USD","277.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2016","2016","7021","Annual value","USD","317.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2015","2015","7021","Annual value","USD","531.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2016","2016","7021","Annual value","USD","481.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2017","2017","7021","Annual value","USD","553.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","470.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01314","Dates","2015","2015","7021","Annual value","USD","254","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01314","Dates","2016","2016","7021","Annual value","USD","342.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01314","Dates","2017","2017","7021","Annual value","USD","346.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01314","Dates","2018","2018","7021","Annual value","USD","369.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2015","2015","7021","Annual value","USD","547.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2016","2016","7021","Annual value","USD","487.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2017","2017","7021","Annual value","USD","841.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2018","2018","7021","Annual value","USD","750.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01315","Figs","2015","2015","7021","Annual value","USD","698.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01315","Figs","2016","2016","7021","Annual value","USD","724.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01315","Figs","2017","2017","7021","Annual value","USD","911.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01315","Figs","2018","2018","7021","Annual value","USD","1052","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01330","Grapes","2015","2015","7021","Annual value","USD","539.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01330","Grapes","2016","2016","7021","Annual value","USD","561.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01330","Grapes","2017","2017","7021","Annual value","USD","694.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01330","Grapes","2018","2018","7021","Annual value","USD","619","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01252","Green garlic","2015","2015","7021","Annual value","USD","1468.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01252","Green garlic","2016","2016","7021","Annual value","USD","1623.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01252","Green garlic","2017","2017","7021","Annual value","USD","1903","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01252","Green garlic","2018","2018","7021","Annual value","USD","1924.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2015","2015","7021","Annual value","USD","3061.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2016","2016","7021","Annual value","USD","2946.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2017","2017","7021","Annual value","USD","3108","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2018","2018","7021","Annual value","USD","3358.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01254","Leeks and other alliaceous vegetables","2015","2015","7021","Annual value","USD","317.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01254","Leeks and other alliaceous vegetables","2016","2016","7021","Annual value","USD","244.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01254","Leeks and other alliaceous vegetables","2017","2017","7021","Annual value","USD","278.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01254","Leeks and other alliaceous vegetables","2018","2018","7021","Annual value","USD","282.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2015","2015","7021","Annual value","USD","539.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2016","2016","7021","Annual value","USD","729.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2017","2017","7021","Annual value","USD","1055.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2018","2018","7021","Annual value","USD","843","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2015","2015","7021","Annual value","USD","555.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2016","2016","7021","Annual value","USD","500.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2017","2017","7021","Annual value","USD","616","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2018","2018","7021","Annual value","USD","659","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","293.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","290.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","278.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","300.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","3022.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","3058.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","3199.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","3569.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2745.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","2412.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","2469.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2829.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2711.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","2096.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","2192","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2386.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2737","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","2787.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","2961.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","3325.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2749.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","2162.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","2181.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2520.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","4787.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","5161.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","5422.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","21124b","Meat of turkeys, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","5580.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02910","Natural honey","2015","2015","7021","Annual value","USD","11510","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02910","Natural honey","2016","2016","7021","Annual value","USD","11957.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02910","Natural honey","2017","2017","7021","Annual value","USD","11181.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02910","Natural honey","2018","2018","7021","Annual value","USD","12290.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0117","Oats","2015","2015","7021","Annual value","USD","317.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0117","Oats","2016","2016","7021","Annual value","USD","329.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0117","Oats","2017","2017","7021","Annual value","USD","322.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0117","Oats","2018","2018","7021","Annual value","USD","342.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01450","Olives","2015","2015","7021","Annual value","USD","1429","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01450","Olives","2016","2016","7021","Annual value","USD","1447.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01450","Olives","2017","2017","7021","Annual value","USD","1606.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01450","Olives","2018","2018","7021","Annual value","USD","1025.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","7021","Annual value","USD","317.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","7021","Annual value","USD","319.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","7021","Annual value","USD","298.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","7021","Annual value","USD","403","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2015","2015","7021","Annual value","USD","508.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2016","2016","7021","Annual value","USD","456.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2017","2017","7021","Annual value","USD","639.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2018","2018","7021","Annual value","USD","673.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01323","Oranges","2015","2015","7021","Annual value","USD","444.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01323","Oranges","2016","2016","7021","Annual value","USD","397.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01323","Oranges","2017","2017","7021","Annual value","USD","455.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01323","Oranges","2018","2018","7021","Annual value","USD","500.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2016","2016","7021","Annual value","USD","767.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2017","2017","7021","Annual value","USD","848.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2018","2018","7021","Annual value","USD","976.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2015","2015","7021","Annual value","USD","3151.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2016","2016","7021","Annual value","USD","3050.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","2017","7021","Annual value","USD","3540.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","2018","7021","Annual value","USD","4112.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2015","2015","7021","Annual value","USD","627.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2016","2016","7021","Annual value","USD","603.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2017","2017","7021","Annual value","USD","503.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2018","2018","7021","Annual value","USD","587.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01342.01","Pears","2015","2015","7021","Annual value","USD","698.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01342.01","Pears","2016","2016","7021","Annual value","USD","674.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01342.01","Pears","2017","2017","7021","Annual value","USD","728.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01342.01","Pears","2018","2018","7021","Annual value","USD","736","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01242","Peas, green","2016","2016","7021","Annual value","USD","666.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01242","Peas, green","2017","2017","7021","Annual value","USD","627.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01242","Peas, green","2018","2018","7021","Annual value","USD","782.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2015","2015","7021","Annual value","USD","357.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2016","2016","7021","Annual value","USD","343.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2017","2017","7021","Annual value","USD","509.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2018","2018","7021","Annual value","USD","541.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","246.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","293.3","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","281.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01510","Potatoes","2018","2018","7021","Annual value","USD","309.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2015","2015","7021","Annual value","USD","404.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2016","2016","7021","Annual value","USD","421.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2017","2017","7021","Annual value","USD","626.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2018","2018","7021","Annual value","USD","557.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01342.02","Quinces","2015","2015","7021","Annual value","USD","563.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01342.02","Quinces","2016","2016","7021","Annual value","USD","748.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01342.02","Quinces","2017","2017","7021","Annual value","USD","688.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01342.02","Quinces","2018","2018","7021","Annual value","USD","743.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2015","2015","7021","Annual value","USD","418.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2016","2016","7021","Annual value","USD","328.5","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2017","2017","7021","Annual value","USD","350.2","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2018","2018","7021","Annual value","USD","371.8","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2015","2015","7021","Annual value","USD","415.4","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2016","2016","7021","Annual value","USD","450.6","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2017","2017","7021","Annual value","USD","461.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2018","2018","7021","Annual value","USD","453.7","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2015","2015","7021","Annual value","USD","436","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2016","2016","7021","Annual value","USD","650.9","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2017","2017","7021","Annual value","USD","665.6","A","Official figure"
