Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01450","Olives","2018","2018","7021","Annual value","USD","571.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","7021","Annual value","USD","245.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","7021","Annual value","USD","463.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","7021","Annual value","USD","350.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2018","2018","7021","Annual value","USD","145.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2015","2015","7021","Annual value","USD","164.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2016","2016","7021","Annual value","USD","244.7","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2017","2017","7021","Annual value","USD","172.3","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2018","2018","7021","Annual value","USD","169.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01323","Oranges","2015","2015","7021","Annual value","USD","327.7","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01323","Oranges","2016","2016","7021","Annual value","USD","394.6","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01323","Oranges","2017","2017","7021","Annual value","USD","228.1","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01323","Oranges","2018","2018","7021","Annual value","USD","255.3","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01319","Other tropical fruits, n.e.c.","2015","2015","7021","Annual value","USD","1723.6","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2015","2015","7021","Annual value","USD","954.5","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2016","2016","7021","Annual value","USD","1124.7","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2017","2017","7021","Annual value","USD","433.3","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2018","2018","7021","Annual value","USD","465.2","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01342.01","Pears","2015","2015","7021","Annual value","USD","1316","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01342.01","Pears","2016","2016","7021","Annual value","USD","1581.4","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01342.01","Pears","2017","2017","7021","Annual value","USD","721","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01342.01","Pears","2018","2018","7021","Annual value","USD","746.2","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01705","Peas, dry","2015","2015","7021","Annual value","USD","778.3","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01705","Peas, dry","2016","2016","7021","Annual value","USD","752.5","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01705","Peas, dry","2017","2017","7021","Annual value","USD","552.6","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01705","Peas, dry","2018","2018","7021","Annual value","USD","584.3","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01242","Peas, green","2015","2015","7021","Annual value","USD","608.3","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01242","Peas, green","2016","2016","7021","Annual value","USD","936","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01242","Peas, green","2017","2017","7021","Annual value","USD","440.7","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01242","Peas, green","2018","2018","7021","Annual value","USD","384.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01318","Pineapples","2015","2015","7021","Annual value","USD","1723.6","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01318","Pineapples","2016","2016","7021","Annual value","USD","1706.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01318","Pineapples","2017","2017","7021","Annual value","USD","1637.4","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01318","Pineapples","2018","2018","7021","Annual value","USD","1511.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2015","2015","7021","Annual value","USD","763","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2016","2016","7021","Annual value","USD","1009.4","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2017","2017","7021","Annual value","USD","369.1","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2018","2018","7021","Annual value","USD","447.5","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","201.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","203.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","189.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01510","Potatoes","2018","2018","7021","Annual value","USD","229.1","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2015","2015","7021","Annual value","USD","467","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2016","2016","7021","Annual value","USD","483.3","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2017","2017","7021","Annual value","USD","198.5","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2018","2018","7021","Annual value","USD","255.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01342.02","Quinces","2015","2015","7021","Annual value","USD","491.6","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01342.02","Quinces","2016","2016","7021","Annual value","USD","451.7","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01342.02","Quinces","2017","2017","7021","Annual value","USD","288.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01342.02","Quinces","2018","2018","7021","Annual value","USD","264.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","0114","Sorghum","2015","2015","7021","Annual value","USD","358.4","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","0114","Sorghum","2016","2016","7021","Annual value","USD","489.4","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","0114","Sorghum","2017","2017","7021","Annual value","USD","421","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","0114","Sorghum","2018","2018","7021","Annual value","USD","376.2","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01354","Strawberries","2015","2015","7021","Annual value","USD","956.5","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01354","Strawberries","2016","2016","7021","Annual value","USD","839.2","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01354","Strawberries","2017","2017","7021","Annual value","USD","665.5","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01354","Strawberries","2018","2018","7021","Annual value","USD","708.5","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01241.01","String beans","2015","2015","7021","Annual value","USD","714.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01241.01","String beans","2016","2016","7021","Annual value","USD","777","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01241.01","String beans","2017","2017","7021","Annual value","USD","474.6","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01241.01","String beans","2018","2018","7021","Annual value","USD","436.7","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2015","2015","7021","Annual value","USD","462.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2016","2016","7021","Annual value","USD","557.7","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2017","2017","7021","Annual value","USD","563.4","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2018","2018","7021","Annual value","USD","511.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2015","2015","7021","Annual value","USD","303.1","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2016","2016","7021","Annual value","USD","366","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2017","2017","7021","Annual value","USD","163.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2018","2018","7021","Annual value","USD","151.4","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01234","Tomatoes","2015","2015","7021","Annual value","USD","172.1","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01234","Tomatoes","2016","2016","7021","Annual value","USD","198.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01234","Tomatoes","2017","2017","7021","Annual value","USD","209.5","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01234","Tomatoes","2018","2018","7021","Annual value","USD","216.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01221","Watermelons","2015","2015","7021","Annual value","USD","295","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01221","Watermelons","2016","2016","7021","Annual value","USD","394.6","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01221","Watermelons","2017","2017","7021","Annual value","USD","136.8","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","01221","Watermelons","2018","2018","7021","Annual value","USD","146.9","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","0111","Wheat","2015","2015","7021","Annual value","USD","242.7","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","272.2","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","266.3","A","Official figure"
"PP","Producer Prices","504","Morocco","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","253.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01701","Beans, dry","2015","2015","7021","Annual value","USD","1273.3","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01701","Beans, dry","2016","2016","7021","Annual value","USD","1253.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01701","Beans, dry","2017","2017","7021","Annual value","USD","1215.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2015","2015","7021","Annual value","USD","207.4","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2016","2016","7021","Annual value","USD","245.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2017","2017","7021","Annual value","USD","267.4","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01460","Coconuts, in shell","2015","2015","7021","Annual value","USD","328","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01460","Coconuts, in shell","2016","2016","7021","Annual value","USD","240.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01460","Coconuts, in shell","2017","2017","7021","Annual value","USD","336.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2015","2015","7021","Annual value","USD","3632","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2016","2016","7021","Annual value","USD","2847.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","299.5","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","383.1","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","261.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","7021","Annual value","USD","4160.3","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","7021","Annual value","USD","2733.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","7021","Annual value","USD","3444.1","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","1661.5","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1100","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1824.3","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1989.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2015","2015","7021","Annual value","USD","3769.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2016","2016","7021","Annual value","USD","2885.8","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","3312.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","2391","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","2280.4","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2353.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21116","Meat of goat, fresh or chilled","2015","2015","7021","Annual value","USD","3614.3","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21116","Meat of goat, fresh or chilled","2016","2016","7021","Annual value","USD","2555.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21116","Meat of goat, fresh or chilled","2017","2017","7021","Annual value","USD","3003.8","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2136.5","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1420.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1446.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1657.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2015","2015","7021","Annual value","USD","3489","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","7021","Annual value","USD","2453.8","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","7021","Annual value","USD","2787.1","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","1701.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","965.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1179.5","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1359.3","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2015","2015","7021","Annual value","USD","2882","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","2195.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1730","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1823.4","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2015","2015","7021","Annual value","USD","875.1","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2016","2016","7021","Annual value","USD","895.8","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2017","2017","7021","Annual value","USD","755.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","688.3","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","623.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","648.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0113","Rice","2015","2015","7021","Annual value","USD","729.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0113","Rice","2016","2016","7021","Annual value","USD","699.5","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0113","Rice","2017","2017","7021","Annual value","USD","753.8","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2015","2015","7021","Annual value","USD","390.7","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2016","2016","7021","Annual value","USD","335.4","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2017","2017","7021","Annual value","USD","363.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01234","Tomatoes","2015","2015","7021","Annual value","USD","997.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01234","Tomatoes","2016","2016","7021","Annual value","USD","884.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","01234","Tomatoes","2017","2017","7021","Annual value","USD","1009.6","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0111","Wheat","2015","2015","7021","Annual value","USD","766.2","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","668.9","A","Official figure"
"PP","Producer Prices","508","Mozambique","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","714.1","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","360.6","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","365.1","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","364.8","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","7021","Annual value","USD","2004.2","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","7021","Annual value","USD","2651.6","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","7021","Annual value","USD","3083.7","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1136.7","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1892.1","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2333.4","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1146.3","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1718.8","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","1665.4","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2016","2016","7021","Annual value","USD","2230.6","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2017","2017","7021","Annual value","USD","2820.6","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2018","2018","7021","Annual value","USD","2600.9","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2016","2016","7021","Annual value","USD","2442.8","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2017","2017","7021","Annual value","USD","3076.7","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2018","2018","7021","Annual value","USD","3317.2","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2016","2016","7021","Annual value","USD","1421.6","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2017","2017","7021","Annual value","USD","1959.8","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2018","2018","7021","Annual value","USD","2040.2","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0118","Millet","2016","2016","7021","Annual value","USD","236.3","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0118","Millet","2017","2017","7021","Annual value","USD","329.5","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0118","Millet","2018","2018","7021","Annual value","USD","394.7","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","329.7","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","389","A","Official figure"
"PP","Producer Prices","516","Namibia","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","344.9","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01371","Almonds, in shell","2015","2015","7021","Annual value","USD","2982.9","A","Official figure"
"PP","Producer Prices","524","Nepal","5532","Producer Price (USD/tonne)","01371","Almonds, in shell","2016","2016","7021","Annual value","USD","2769.6","A","Official figure"
